PMID,Title,Abstract,Reviewer1_Decision,Reviewer1_Notes,Reviewer2_Decision,Reviewer2_Notes,Final_Decision,Exclusion_Reason
"28100942","Potential Benefits of Rib Fracture Fixation in Patients with Flail Chest and  Multiple Non-flail Rib Fractures.","The purpose of this study is to evaluate the potential benefits of rib fracture  fixation in patients with flail chest and multiple non-flail rib fractures versus  conventional treatment modalities. A retrospective reviewed study compared 86  cases which received surgical treatment between June 2009 and May 2013 to 76  cases which received conservative treatment between January 2006 and May 2009.  The patients were divided into the flail chest (n = 38) and multiple non-flail  rib fracture groups","","","","","",""
"28126195","Traumatic Thoracoplasty: Conservative Treatment or Surgery?","","","","","","",""
"28144607","Clinical Utility of Chest Computed Tomography in Patients with Rib Fractures CT  Chest and Rib Fractures.","BACKGROUND: Chest CT is more sensitive than a chest X-ray (CXR) in diagnosing rib  fractures; however, the clinical significance of these fractures remains unclear.  OBJECTIVES: The purpose of this study was to determine the added diagnostic use  of chest CT performed after CXR in patients with either known or suspected rib  fractures secondary to blunt trauma. METHODS: Retrospective cohort study of blunt  trauma patients with rib fractures at a level I trauma center that had both a CXR  and a C","","","","","",""
"28214457","Operative Fixation of Rib Fractures Indications, Techniques, and Outcomes.","Rib fractures are extremely common injuries and vary in there severity from  single nondisplaced fractures to multiple segmental fractures resulting in flail  chest and respiratory compromise. Historically, rib fractures have been treated  conservatively with pain control and respiratory therapy. However this method may  not be the best treatment modality in all situations. Operative fixation of  select rib fractures has been increasing in popularity especially in patients  with flail chest and ","","","","","",""
"28291768","Case Report of Serratus Plane Catheter for Pain Management in a Patient With  Multiple Rib Fractures and an Inferior Scapular Fracture.","We placed a superficial serratus anterior plane catheter in an elderly woman with  dementia and elevated clotting times who presented with multiple rib fractures  after a mechanical fall. She was not a surgical candidate, and treatment  consisted of conservative management with physical therapy and pain control. She  was not a candidate for a patient-controlled analgesia regimen because of her  dementia. Given her elevated international normalized ratio, thoracic epidural  and paravertebral anal","","","","","",""
"28349756","Extruded talus treated with reimplantation and primary tibiotalocalcaneal  arthrodesis.","Extruded talus is a rare serious result from a high-energy injury to a supinated  and plantar flexed foot. Treatment remains controversial with a lack of congruent  evidence for talar reimplantation. A 34-year-old woman was involved in a road  traffic accident at 40 mph. Imaging revealed a left talus extruded  anterolaterally with a talar neck fracture. Additional injuries included right  acetabular fracture, transverse process fractures and rib fractures, which were  treated conservatively. The","","","","","",""
"28363365","Chest Wall Trauma.","Chest wall trauma is common, and contributes significantly to morbidity and  mortality of trauma patients. Early identification of major chest wall and  concomitant intrathoracic injuries is critical. Generalized management of  multiple rib fractures and flail chest consists of adequate pain control  (including locoregional modalities); management of pulmonary dysfunction by  invasive and noninvasive means; and, in some cases, surgical fixation. Multiple  studies have shown that patients with fl","","","","","",""
"28376814","Treatment of traumatic sternal fractures with titanium plate internal fixation: a  retrospective study.","BACKGROUND: This study aim to evaluate surgical procedures for titanium plate  internal fixation of sternal fractures with displacement or nonunion. METHODS:  From January 2010 to December 2014, 64 patients with sternal fractures were  treated with titanium plate internal fixation in the thoracic surgery department  of the Shanghai Sixth People's Hospital. Pain severity scale scores were analyzed  preoperatively and postoperatively. All the patients had a 2-month follow-up for  treatment evaluat","","","","","",""
"28391778","Delayed right chylothorax after left blunt chest trauma: a case report.","BACKGROUND: Chylothorax is a disease that has various causes such as neoplasm,  infection, post-surgery trauma, congenital, and venous thrombosis. In  approximately 15% of cases of chylothorax, the exact cause is unknown. We report  a case of delayed occurrence of right chylothorax in a patient who had multiple  segmental ribs fracture on his left side. CASE PRESENTATION: A 70-year-old Asian  man had a ""rollover"" accident in which the cultivator he was driving overturned.  He presented to our ","","","","","",""
"28446987","Blunt chest trauma: is there a place for rib stabilization?","Rib fractures are a common and highly morbid finding in patients with blunt chest  trauma. Over the past decade, a renewed interest in (and instrumentation for) rib  fixation in this cohort has occurred. Stabilization of the chest wall in this  setting, particularly when a flail segment is present, is associated with  significant reductions in the rates of respiratory failure, pneumonia, ICU stay,  and mortality. Thoracic surgeons should remain actively involved in this evolving  area of our spe","","","","","",""
